id	aut	value1	value2	region	norm_region	country	country_code	city	address	source_description
8928:65218	8928	8928	65218							Do Not Advertise to RO
8928:65259	8928	8928	65259							Do Not Advertise to SIX
8928:65201	8928	8928	65201							Do Not Advertise to UK
8928:65263	8928	8928	65263							Do Not Advertise to NETNOD
8928:65257	8928	8928	65257							Do Not Advertise to TIX
8928:65253	8928	8928	65253							Do Not Advertise to NYIIX
8928:65216	8928	8928	65216							Do Not Advertise to BG
8928:65250	8928	8928	65250							Do Not Advertise to LINX
8928:65261	8928	8928	65261							Do Not Advertise to VIX
8928:65291	8928	8928	65291							Do Not Advertise to Transit
8928:65213	8928	8928	65213							Do Not Advertise to HU
8928:65206	8928	8928	65206							Do Not Advertise to ES
8928:65211	8928	8928	65211							Do Not Advertise to SE
8928:65251	8928	8928	65251							Do Not Advertise to AMS-IX
8928:65292	8928	8928	65292							Do Not Advertise to Peer
8928:65256	8928	8928	65256							Do Not Advertise to SFINX
8928:65260	8928	8928	65260							Do Not Advertise to BIX
8928:65258	8928	8928	65258							Do Not Advertise to MIX
8928:65207	8928	8928	65207							Do Not Advertise to BE
8928:65217	8928	8928	65217							Do Not Advertise to PL
8928:65254	8928	8928	65254							Do Not Advertise to BNIX
8928:65214	8928	8928	65214							Do Not Advertise to SK
8928:65262	8928	8928	65262							Do Not Advertise to NIX
8928:65215	8928	8928	65215							Do Not Advertise to DK
8928:65203	8928	8928	65203							Do Not Advertise to DE
8928:65267	8928	8928	65267							Do Not Advertise to INXS
8928:65208	8928	8928	65208							Do Not Advertise to CH
8928:65264	8928	8928	65264							Do Not Advertise to ESPANIX
8928:65252	8928	8928	65252							Do Not Advertise to DE-CIX
8928:65210	8928	8928	65210							Do Not Advertise to US
8928:65265	8928	8928	65265							Do Not Advertise to EQUINIX
8928:65155	8928	8928	65155							PARIX Internet Exchange
8928:65168	8928	8928	65168							NAMEX Internet Exchange
8928:65167	8928	8928	65167							INXS Internet Exchange
8928:65153	8928	8928	65153							NYIIX Internet Exchange
8928:65160	8928	8928	65160							BIX Internet Exchange
8928:65161	8928	8928	65161							VIX Internet Exchange
8928:65150	8928	8928	65150							LINX Internet Exchange
8928:65151	8928	8928	65151							AMS-IX Internet Exchange
8928:65156	8928	8928	65156							SFINX Internet Exchange
8928:65166	8928	8928	65166							BCIX Internet Exchange
8928:65164	8928	8928	65164							ESPANIX Internet Exchange
8928:65154	8928	8928	65154							BNIX Internet Exchange
8928:65157	8928	8928	65157							TIX Internet Exchange
8928:65152	8928	8928	65152							DE-CIX Internet Exchange
8928:65162	8928	8928	65162							NIX Internet Exchange
8928:65159	8928	8928	65159							SIX Internet Exchange
8928:65165	8928	8928	65165							EQUINIX Internet Exchange
8928:65163	8928	8928	65163							NETNOD Internet Exchange
8928:65158	8928	8928	65158							MIX Internet Exchange
8928:65104	8928	8928	65104			France	250			France
8928:65108	8928	8928	65108			Switzerland	756			Switzerland
8928:65117	8928	8928	65117			Poland	616			Poland
8928:65102	8928	8928	65102			Holland	528			Holland (The Netherlands)
8928:65112	8928	8928	65112			Czech Republic	203			Czech Republic
8928:65119	8928	8928	65119			United Arab Emirates	784			United Arab Emirates
8928:65116	8928	8928	65116			Bulgaria	100			Bulgaria
8928:65114	8928	8928	65114			Slovakia	703			Slovakia
8928:65105	8928	8928	65105			Italy	380			Italy
8928:65115	8928	8928	65115			Denmark	208			Denmark
8928:65103	8928	8928	65103			Germany	276			Germany
8928:65106	8928	8928	65106			Spain	724			Spain
8928:65113	8928	8928	65113			Hungary	348			Hungary
8928:65101	8928	8928	65101			United Kingdom	826			United Kingdom
8928:65107	8928	8928	65107			Belgium	056			Belgium
8928:65109	8928	8928	65109			Austria	040			Austria
8928:65118	8928	8928	65118			Romania	642			Romania
8928:65110	8928	8928	65110			United States of America	840			United States of America
8928:65111	8928	8928	65111			Sweden	752			Sweden
										
47147:666	47147	47147	666							Blackhole
65535:666	47147	47147	666							RFC7999 community accepted, will be rewritten to 47147:666 internally.
47147:621	47147	47147	621							ANX_BLACKHOLE_OUTSIDE_COUNTRY
47147:620	47147	47147	620							ANX_BLACKHOLE_OUTSIDE_REGION
47147:2401	47147	47147	2401			Germany		FRANKFURT		
47147:2400	47147	47147	2400			Austria		VIENNA		
47147:2402	47147	47147	2402			Germany		NUREMBERG		
47147:2403	47147	47147	2403			Switzerland		ZURICH		
47147:2404	47147	47147	2404			Austria		KLAGENFURT		
47147:2404	47147	47147	2404			United States		MANASSAS		
47147:2405	47147	47147	2405			Brazil		SAOPAULO		
47147:2406	47147	47147	2406			Germany		MUNICH		
47147:2407	47147	47147	2407			Germany		DUSSELDORF		
47147:2408	47147	47147	2408			Germany		HAMBURG		
47147:2409	47147	47147	2409			Japan		TOKYO		
47147:2410	47147	47147	2410			China		TIANJIN		
47147:2411	47147	47147	2411			United Arab Emirates		DUBAI		
47147:2412	47147	47147	2412			Singapore		SINGAPORE		
47147:2413	47147	47147	2413			Poland		WARSAW		
47147:2414	47147	47147	2414			Hong Kong		HONG KONG		
47147:2415	47147	47147	2415			Mexico		MEXICO CITY		
47147:2101	47147	47147	2101			Germany				ANX_ORIGIN_COUNTRY_DE
47147:2100	47147	47147	2100			Austria				ANX_ORIGIN_COUNTRY_AT
47147:2102	47147	47147	2102			Switzerland				ANX_ORIGIN_COUNTRY_CH
47147:2103	47147	47147	2103			United States				ANX_ORIGIN_COUNTRY_US
47147:2104	47147	47147	2104			Brazil				ANX_ORIGIN_COUNTRY_BR
47147:2105	47147	47147	2105			Japan				ANX_ORIGIN_COUNTRY_JP
47147:2106	47147	47147	2106			China				ANX_ORIGIN_COUNTRY_CN
47147:2107	47147	47147	2107			United Arab Emirates				ANX_ORIGIN_COUNTRY_AE
47147:2108	47147	47147	2108			Singapore				ANX_ORIGIN_COUNTRY_SG
47147:2109	47147	47147	2109			Poland				ANX_ORIGIN_COUNTRY_PL
47147:2110	47147	47147	2110			Hong Kong				ANX_ORIGIN_COUNTRY_HK
47147:2111	47147	47147	2111			Mexico				ANX_ORIGIN_COUNTRY_MX
47147:2702	47147	47147	2702			Germany		Frankfurt		ANX_ORIGIN_PEERING_DECIXFRANKFURT
47147:2703	47147	47147	2703							ANX_ORIGIN_PEERING_VIX
47147:2700	47147	47147	2700							ANX_ORIGIN_PEERING_PNI
47147:2701	47147	47147	2701							ANX_ORIGIN_PEERING_CACHE
47147:2704	47147	47147	2704							ANX_ORIGIN_PEERING_SWISSIX
47147:2705	47147	47147	2705			Germany		Munich		ANX_ORIGIN_PEERING_DECIXMUNICH
47147:2706	47147	47147	2706			Germany		Dusseldorf		ANX_ORIGIN_PEERING_DECIXDUSSELDORF
47147:2707	47147	47147	2707			Germany		Hamburg		ANX_ORIGIN_PEERING_DECIXHAMBURG
47147:2708	47147	47147	2708							ANX_ORIGIN_PEERING_IXBRPTTBRSOPAULO
47147:2709	47147	47147	2709							ANX_ORIGIN_PEERING_UAEIX
47147:2710	47147	47147	2710							ANX_ORIGIN_PEERING_SGIX
47147:1500	47147	47147	1500							ANX_ORIGIN_RPKI_VALID
47147:1501	47147	47147	1501							ANX_ORIGIN_RPKI_INVALID
47147:1502	47147	47147	1502							ANX_ORIGIN_RPKI_UNKNOWN
47147:2300	47147	47147	2300							ANX_ORIGIN_TYPE_UPSTREAM
47147:2301	47147	47147	2301							ANX_ORIGIN_TYPE_PEERING
47147:2302	47147	47147	2302							ANX_ORIGIN_TYPE_DOWNSTREAM
47147:2600	47147	47147	2600							ANX_ORIGIN_UPSTREAM_TELIACARRIER
47147:2601	47147	47147	2601							ANX_ORIGIN_UPSTREAM_NTTCOMMUNICATIONSGLOBAL
47147:2602	47147	47147	2602							ANX_ORIGIN_UPSTREAM_DEUTSCHETELEKOM
47147:2604	47147	47147	2604							ANX_ORIGIN_UPSTREAM_ALGARTELECOM
47147:2605	47147	47147	2605							ANX_ORIGIN_UPSTREAM_LEVEL3COMMUNICATIONSLLC
47147:2607	47147	47147	2607							ANX_ORIGIN_UPSTREAM_PCCWGLOBAL
47147:2612	47147	47147	2612							ANX_ORIGIN_UPSTREAM_TELSTRA
47147:2608	47147	47147	2608							ANX_ORIGIN_UPSTREAM_DATAMENA
47147:2609	47147	47147	2609							ANX_ORIGIN_UPSTREAM_OMANTEL
47147:2610	47147	47147	2610							ANX_ORIGIN_UPSTREAM_SOLUSINDOBINTANGPRATAMAPT
47147:3401	47147	47147	3401							ANX_REJECT_CITY_FRANKFURT
47147:3400	47147	47147	3400							ANX_REJECT_CITY_VIENNA
47147:3402	47147	47147	3402							ANX_REJECT_CITY_NUREMBERG
47147:3403	47147	47147	3403							ANX_REJECT_CITY_ZURICH
47147:3404	47147	47147	3404							ANX_REJECT_CITY_KLAGENFURT
47147:3404	47147	47147	3404							ANX_REJECT_CITY_MANASSAS
47147:3404	47147	47147	3404							ANX_REJECT_CITY_SAOPAULO
47147:3406	47147	47147	3406							ANX_REJECT_CITY_MUNICH
47147:3407	47147	47147	3407							ANX_REJECT_CITY_DUSSELDORF
47147:3408	47147	47147	3408							ANX_REJECT_CITY_HAMBURG
47147:3409	47147	47147	3409							ANX_REJECT_CITY_TOKYO
47147:3410	47147	47147	3410							ANX_REJECT_CITY_TIANJIN
47147:3411	47147	47147	3411							ANX_REJECT_CITY_DUBAI
47147:3412	47147	47147	3412							ANX_REJECT_CITY_SINGAPORE
47147:3413	47147	47147	3413							ANX_REJECT_CITY_WARSAW
47147:3414	47147	47147	3414							ANX_REJECT_CITY_HONGKONG
47147:3415	47147	47147	3415							ANX_REJECT_CITY_MEXICOCITY
47147:3100	47147	47147	3100							ANX_REJECT_COUNTRY_AT
47147:3101	47147	47147	3101							ANX_REJECT_COUNTRY_DE
47147:3102	47147	47147	3102							ANX_REJECT_COUNTRY_CH
47147:3103	47147	47147	3103							ANX_REJECT_COUNTRY_US
47147:3104	47147	47147	3104							ANX_REJECT_COUNTRY_BR
47147:3105	47147	47147	3105							ANX_REJECT_COUNTRY_JP
47147:3106	47147	47147	3106							ANX_REJECT_COUNTRY_CN
47147:3107	47147	47147	3107							ANX_REJECT_COUNTRY_AE
47147:3108	47147	47147	3108							ANX_REJECT_COUNTRY_SG
47147:3109	47147	47147	3109							ANX_REJECT_COUNTRY_PL
47147:3110	47147	47147	3110							ANX_REJECT_COUNTRY_HK
47147:3111	47147	47147	3111							ANX_REJECT_COUNTRY_MX
47147:3702	47147	47147	3702							ANX_REJECT_PEERING_DECIXFRANKFURT
47147:3703	47147	47147	3703							ANX_REJECT_PEERING_VIX
47174:3701	47174	47174	3701							ANX_REJECT_PEERING_CACHE
47174:3700	47174	47174	3700							ANX_REJECT_PEERING_PNI
47147:3704	47147	47147	3704							ANX_REJECT_PEERING_SWISSIX
47147:3705	47147	47147	3705							ANX_REJECT_PEERING_DECIXMUNICH
47147:3706	47147	47147	3706							ANX_REJECT_PEERING_DECIXDUSSELDORF
47147:3707	47147	47147	3707							ANX_REJECT_PEERING_DECIXHAMBURG
47147:3708	47147	47147	3708							ANX_REJECT_PEERING_IXBRPTTBRSOPAULO
47147:3709	47147	47147	3709							ANX_REJECT_PEERING_UAEIX
47147:3710	47147	47147	3710							ANX_REJECT_PEERING_SGIX
47147:3000	47147	47147	3000							ANX_REJECT_REGION_EUROPE
47147:3001	47147	47147	3001							ANX_REJECT_REGION_NORTHAMERICA
47147:3002	47147	47147	3002							ANX_REJECT_REGION_SOUTHAMERICA
47147:3003	47147	47147	3003							ANX_REJECT_REGION_ASIA
47147:3200	47147	47147	3200							ANX_REJECT_TYPE_UPSTREAM
47147:3202	47147	47147	3202							ANX_REJECT_TYPE_DOWNSTREAM
47147:3201	47147	47147	3201							ANX_REJECT_TYPE_PEERING
47147:3600	47147	47147	3600							ANX_REJECT_UPSTREAM_TELIACARRIER
47147:3601	47147	47147	3601							ANX_REJECT_UPSTREAM_NTTCOMMUNICATIONSGLOBAL
47147:3602	47147	47147	3602							ANX_REJECT_UPSTREAM_DEUTSCHETELEKOM
47147:3604	47147	47147	3604							ANX_REJECT_UPSTREAM_ALGARTELECOM
47147:3605	47147	47147	3605							ANX_REJECT_UPSTREAM_LEVEL3COMMUNICATIONSLLC
47147:3607	47147	47147	3607							ANX_REJECT_UPSTREAM_PCCWGLOBAL
47147:3612	47147	47147	3612							ANX_REJECT_UPSTREAM_TELSTRA
47147:3609	47147	47147	3609							ANX_REJECT_UPSTREAM_DATAMENA
47147:3610	47147	47147	3610							ANX_REJECT_UPSTREAM_OMANTEL
47147:3611	47147	47147	3611							ANX_REJECT_UPSTREAM_SOLUSINDOBINTANGPRATAMAPT
47147:1601	47147	47147	1601							LOCALPREF LOW
47147:1602	47147	47147	1602							LOCALPREF LOWEST
47147:1400	47147	47147	1400							No Advertise to all ASN
47147:1401	47147	47147	1401							Prepend once to all ASNs
47147:1402	47147	47147	1402							Prepend twice to all ASNs
47147:1403	47147	47147	1403							Prepend thrice to all ASN
13030:51102	13030	13030	51102			Switzerland		Zurich	Josefstrasse 225	ZRH-2 Equinix Zurich ZH2
13030:51140	13030	13030	51140			Switzerland		Schlieren		ZRH-3 green.ch Schlieren
13030:51141	13030	13030	51141			Switzerland		Oberengstringen	Allmendstrasse 13	ZRH-5 Equinix Zurich ZH5 Oberengstringen
13030:51139	13030	13030	51139			Switzerland		Herdern		ZRH-9 Init7 (Switzerland) AG Zurich Herdern
13030:51105	13030	13030	51105			Switzerland		Zurich	8003 Zurich Letzigraben	ZLZ-1 Layer One Letzigraben / green.ch
13030:51107	13030	13030	51107			Switzerland		Zurich	Sagereistrasse 35, Glattbrugg	GLB-1 Interxion Glattbrugg
13030:51108	13030	13030	51108			Switzerland		Bern		BRN-1 VTL Wavenet Limited
13030:51112	13030	13030	51112			Switzerland		Zurich	8058 Zurich Flughafen	ZRH-10 Airport Zurich
13030:51113	13030	13030	51113			Switzerland		Winterthur	Untere Schöntalstrasse 12	WIN-1 Stadtwerk Winterthur
13030:51114	13030	13030	51114			Switzerland		Winterthur		WIN-4 Init7 (Switzerland) AG Winterthur
13030:51116	13030	13030	51116			Switzerland		Basel		BSL-1 IWB Basel
13030:51117	13030	13030	51117			Switzerland		Geneva	6 Rue de la Confederation	GVA-1 Equinix Geneva
13030:51118	13030	13030	51118			Switzerland		Zug		ZUG-2 Init7 (Switzerland) AG Zug
13030:51121	13030	13030	51121			Switzerland		Basel		BSL-2 Quickline Business AG
13030:51124	13030	13030	51124			Switzerland		Wil	Weststrasse 38	WIL-1 Online Consulting AG Wil
13030:51125	13030	13030	51125			Switzerland		Meyrin	Esplanade des Particules 1	GVA-3 CERN Geneva
13030:51127	13030	13030	51127			Switzerland		Lausanne		QLS-1 Brainserve Crissier
13030:51128	13030	13030	51128			Switzerland		Rumlang		ZRH-6 e-Shelter Ruemlang
13030:51129	13030	13030	51129			Switzerland		Lupfig		ZRH-8 green.ch Lupfig
13030:51130	13030	13030	51130			Switzerland		Pratteln		BSL-3 ColoBâle AG Pratteln
13030:51131	13030	13030	51131			Switzerland		Winterthur		WIN-6 Data:Hub Winterthur
13030:51132	13030	13030	51132			Switzerland		Ependes		EPE-1 Zayo (Ex-Viatel) Ependes
13030:51133	13030	13030	51133			Switzerland		Olten		OLT-1 Zayo (Ex-Viatel) Olten
13030:51134	13030	13030	51134			Switzerland		Winterthur		WIN-7 AXA Winterthur
13030:51135	13030	13030	51135			Switzerland		Winterthur	Technoparkstrasse 2	WIN-8 Technopark Winterthur
13030:51136	13030	13030	51136			Switzerland		St. Gallen		STG-2 Init7 (Switzerland) AG St. Gallen
13030:51137	13030	13030	51137			Switzerland		Zurich	Sagereistrasse 35, Glattbrugg	GLB-3 Interxion Glattbrugg
13030:51138	13030	13030	51138			Switzerland		Wil		WIL-2 Init7 (Switzerland) AG Wil SG
13030:51202	13030	13030	51202			Germany		Frankfurt	Kruppstrasse 121	FRA-2 Equinix Frankfurt
13030:51203	13030	13030	51203			Germany		Frankfurt	Weismullerstraße 21	FRA-3 InterXion Frankfurt 3
13030:51212	13030	13030	51212			Germany		Dusseldorf	In der Steele 29	DUS-1 InterXion Dusseldorf
13030:51214	13030	13030	51214			Germany		Berlin	Nonnendammallee 15	BER-1 IPB Berlin
13030:51301	13030	13030	51301			France		Paris	137, Boulevard Voltaire	PAR-1 Telehouse Voltaire Paris
13030:51302	13030	13030	51302			France		Marseille		MRS-1 Viatel Neuf NetCentre Marseille
13030:51403	13030	13030	51403			Spain		Madrid	Calle de Emilio Muñoz, 49	MAD-3 InterXion Madrid
13030:52501	13030	13030	52501			Italy		Milan		MXP-1 Enter Milano
13030:51501	13030	13030	51501			Holand		Amsterdam		AMS-1 SARA Amsterdam
13030:51502	13030	13030	51502			Holand		Amsterdam	Cessnalaan 22, Schiphol-Rijk	AMS-2 NIKHEF Amsterdam
13030:51601	13030	13030	51601			Denmark		Copenhagen	Industrieparken 20a, Ballerup, 2750	CPH-2 InterXion Copenhagen
13030:51701	13030	13030	51701			United Kingdom		London	Coriander Avenue, E14 2AA	LON-1 Telehouse North London
13030:51702	13030	13030	51702			United Kingdom		London	Coriander Avenue, E14 2AA	LON-2 Telehouse East London
13030:51801	13030	13030	51801			Poland		Warsaw	Grochowska 21a	WAW-1 PLIX Warsaw
13030:51901	13030	13030	51901			United States		Miami	50 Northeast 9th Street	MIA-1 Terremark Miami
13030:51902	13030	13030	51902			United States		Los Angeles	624 South Grand Avenue	LAX-1 CoreSite Los Angeles
13030:51904	13030	13030	51904			United States		New York City		NYC-2 Telehouse New York
13030:51905	13030	13030	51905			United States		Newark	165 Halsey Street	NYC-3 165 Halsey Street
13030:52201	13030	13030	52201			Austria		Vienna		VIE-1 InterXion Vienna
6453:1000	6453	6453	1000		North America					
6453:1100	6453	6453	1100		North America	United States				
6453:1102	6453	6453	1102		North America	United States		Newark	165 Hasley Street	
6453:1103	6453	6453	1103		North America	United States		Ashburn		Equinix
6453:1106	6453	6453	1106		North America	United States		Montreal	Bonaventure	CANIX IDS CANIX2 CANIX3
6453:1107	6453	6453	1107		North America	United States		Laurentides		
6453:1110	6453	6453	1110		North America	United States		Miami	50 NE 9th St	
6453:1111	6453	6453	1111		North America	United States		New York	65 Broadway # 3	
6453:1112	6453	6453	1112		North America	United States		New York	32 AOA	
6453:1113	6453	6453	1113		North America	United States		New York	60 Hudson	
6453:1114	6453	6453	1114		North America	United States		New York	111 8th Avenue	
6453:1115	6453	6453	1115		North America	United States		Manassas	PFW8+HQ Bristow, Brentsville	
6453:1116	6453	6453	1116		North America	United States		New Jersey	Wall	
6453:1117	6453	6453	1117		North America	United States		New Jersey	Secaucus	
6453:1200	6453	6453	1200		North America	United States				
6453:1202	6453	6453	1202		North America	United States		Chicago	350 E Cermak Rd, Chicago	Equinix
6453:1203	6453	6453	1203		North America	Canada		Toronto		
6453:1204	6453	6453	1204		North America	Canada		Toronto		Equinix
6453:1205	6453	6453	1205		North America	Canada		Toronto		ORANO
6453:1206	6453	6453	1206		North America	Canada		Toronto	151 Front St W #800	Neutral Data
6453:1207	6453	6453	1207		North America	Canada		Toronto		Cologix
6453:1300	6453	6453	1300		North America	Canada	124			
6453:1301	6453	6453	1301		North America	United States		Palo Alto	529 Bryant St, Palo Alto	Equinix
6453:1302	6453	6453	1302		North America	United States		Los Angeles		Equinix
6453:1303	6453	6453	1303		North America	United States		Los Angeles		1Wilshire Coresite
6453:1304	6453	6453	1304		North America	United States		Hillsboro		
6453:1305	6453	6453	1305		North America	United States		San Jose		Equinix
6453:1306	6453	6453	1306		North America	United States		Seattle		
6453:1307	6453	6453	1307		North America	United States		Vancouver	West Hastings	
6453:1308	6453	6453	1308		North America	United States		Lake Cowichan		
6453:1309	6453	6453	1309		North America	United States		Santa Clara		
6453:1310	6453	6453	1310		North America	United States		Phoenix		
6453:1311	6453	6453	1311		North America	United States		Las Vegas		
6453:1312	6453	6453	1312		North America	United States		San Francisco		
6453:1400	6453	6453	1400		North America	United States				
6453:1402	6453	6453	1402		North America	United States		Atlanta	56 Marietta St, Atlanta, GA 30303, Stati Uniti	Telx
6453:1403	6453	6453	1403		North America	United States		Dallas		
6453:1404	6453	6453	1404		North America	United States		Denver	2240 Blake St #200, Denver, CO 80205, Stati Uniti	Confluent
6453:1405	6453	6453	1405		North America	United States		Mcallen		
6453:1406	6453	6453	1406		North America	United States		Laredo		
6453:1407	6453	6453	1407		North America	United States		Dallas	Bryan street	
6453:2000	6453	6453	2000		Europe					
6453:2100	6453	6453	2100		Europe	United Kingdom	826			
6453:2101	6453	6453	2101		Europe	United Kingdom		London	Coriander Ave, Poplar, London E14, Regno Unito	Telehouse North
6453:2102	6453	6453	2102		Europe	United Kingdom		London	Harbour Exchange Square, Isle of Dogs, London, Regno Unito	Harbour Exchange
6453:2103	6453	6453	2103		Europe	United Kingdom		London		Redbus Interhouse
6453:2104	6453	6453	2104		Europe	United Kingdom		London	Stratford	
6453:2105	6453	6453	2105		Europe	United Kingdom		London		Telecity Redbus
6453:2106	6453	6453	2106		Europe	United Kingdom		London	Coriander Ave, Poplar, London E14 2AA, Regno Unito	Telehouse East
6453:2107	6453	6453	2107		Europe	United Kingdom		London	High Wycombe	
6453:2108	6453	6453	2108		Europe	United Kingdom		Highbridge	Somerset	
6453:2109	6453	6453	2109		Europe	United Kingdom		London	Slough	Equinix
6453:2200	6453	6453	2200		Europe	France	250			
6453:2201	6453	6453	2201		Europe	France		Paris	Courbevoie	
6453:2202	6453	6453	2202		Europe	France		Paris		Telehouse1 Telehous2
6453:2203	6453	6453	2203		Europe	France		Saint Denis	114 Rue Ambroise Croizat, 93200 Saint-Denis, Francia	
6453:2204	6453	6453	2204		Europe	France		Marseille	Avenue Roger Salengro, 13003 Marseille, Francia	Netcenter
6453:2205	6453	6453	2205		Europe	France		Paris	59 Rue Julian Grimau, 94400 Vitry-sur-Seine, Francia	Iliad DC3
6453:2300	6453	6453	2300		Europe	Austria & Germany & Switzerland	040|276|756			
6453:2302	6453	6453	2302		Europe	Germany		Frankfurt	Hanauer Landstraße 298, 60314 Frankfurt am Main, Germania	InterXion
6453:2304	6453	6453	2304		Europe	Germany		Frankfurt		
6453:2305	6453	6453	2305		Europe	Germany		Frankfurt	3JXJ+FW Francoforte sul Meno, Germania	Itenos
6453:2306	6453	6453	2306		Europe	Switzerland		Zurich		
6453:2400	6453	6453	2400		Europe				Benlux	
6453:2401	6453	6453	2401		Europe	Holand		Amsterdam		
6453:2402	6453	6453	2402		Europe	Belgium		Brussels	Wezembeekstraat 2/bus 1, 1930 Zaventem, Belgio	Interxion
6453:2403	6453	6453	2403		Europe	Holand		Amsterdam		
6453:2404	6453	6453	2404		Europe	Holand		Amsterdam		
6453:2500	6453	6453	2500		Europe	Portugal & Spain	620|724			
6453:2502	6453	6453	2502		Europe	Spain		Madrid		
6453:2503	6453	6453	2503		Europe	Spain		Barcelona		
6453:2504	6453	6453	2504		Europe	Spain		Derio		
6453:2505	6453	6453	2505		Europe	Spain		Madrid	Calle de Albasanz, 71, 73, 28037 Madrid, Spagna	
6453:2506	6453	6453	2506		Europe	Spain		Madrid		
6453:2511	6453	6453	2511		Europe	Portugal		Lisbon	Prior Velho	
6453:2512	6453	6453	2512		Europe	Portugal		Seixal		
6453:2700	6453	6453	2700		Europe	Norway & Sweden	578|752			
6453:2701	6453	6453	2701		Europe	Norway		Oslo	1, Selma Ellefsens Vei, 0581 Oslo, Norvegia	
6453:2702	6453	6453	2702		Europe	Sweden		Stockholm		
6453:2800	6453	6453	2800		Europe	Italy	380			
6453:2801	6453	6453	2801		Europe	Italy		Milan		
6453:2802	6453	6453	2802		Europe	Italy		Rome		
6453:2900	6453	6453	2900		Europe					
6453:2901	6453	6453	2901		Europe	Poland		Warsaw	aleja Niepodległości 69, 02-134 Warszawa, Polonia	
6453:2902	6453	6453	2902		Europe	Poland		Warsaw		
6453:2903	6453	6453	2903		Europe	Russia		Moscow	Ulitsa 8 Marta, 1, стр. 12, Moskva, Russia, 127083	
6453:2904	6453	6453	2904		Europe	Turkey		Istanbul		
6453:2905	6453	6453	2905		Europe	Turkey		Ankara		
6453:3000	6453	6453	3000		Asia Pacific					
6453:3100	6453	6453	3100		Asia Pacific	Hong Kong	344			
6453:3101	6453	6453	3101		Asia Pacific	Hong Kong		Kowloon		
6453:3102	6453	6453	3102		Asia Pacific	Hong Kong			399 Chai Wan Rd, Chai Wan, Hong Kong	
6453:3103	6453	6453	3103		Asia Pacific	Hong Kong			17/F, Global Gateway (hong Kong), 168 Yeung Uk Road, Tsuen Wan, Hong Kong	
6453:3104	6453	6453	3104		Asia Pacific	Hong Kong	344			
6453:3200	6453	6453	3200		Asia Pacific	The Philippines & Guam	608|316			
6453:3201	6453	6453	3201		Asia Pacific	The Philippines		Quezon City		
6453:3202	6453	6453	3202		Asia Pacific					
6453:3203	6453	6453	3203		Asia Pacific	Guam	316			
6453:3300	6453	6453	3300		Asia Pacific	Australia	036			
6453:3301	6453	6453	3301		Asia Pacific	Australia		Sydney	639 Gardeners Rd, Mascot NSW 2020, Australia	
6453:3302	6453	6453	3302		Asia Pacific	Australia		Sydney	639 Gardeners Rd, Mascot NSW 2020, Australia	
6453:3303	6453	6453	3303		Asia Pacific	Australia		Sydney	400 Harris St, Ultimo NSW 2007, Australia	
6453:3400	6453	6453	3400		Asia Pacific	Malaysia & Singapore & Thailand	458|702|764			
6453:3401	6453	6453	3401		Asia Pacific	Malaysya		Kuala Lumpur	Changkat Raja Chulan, Bukit Ceylon, 50200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malesia	
6453:3402	6453	6453	3402		Asia Pacific	Singapore	702			
6453:3403	6453	6453	3403		Asia Pacific	Singapore			2 Tai Seng Ave, Singapore 534408	
6453:3404	6453	6453	3404		Asia Pacific	Thailand		Bangkok		
6453:3405	6453	6453	3405		Asia Pacific	Singapore	702			
6453:3406	6453	6453	3406		Asia Pacific	Singapore	702			
6453:3407	6453	6453	3407		Asia Pacific	Singapore		15 Pioneer Walk, Singapore 627753		
6453:3500	6453	6453	3500		Asia Pacific	Indonesia	360			
6453:3501	6453	6453	3501		Asia Pacific	Indonesia		Djakarta		
6453:3600	6453	6453	3600		Asia Pacific	Japan	392			
6453:3601	6453	6453	3601		Asia Pacific	Japan		Tokyo		
6453:3602	6453	6453	3602		Asia Pacific	Japan		Tokyo		
6453:3603	6453	6453	3603		Asia Pacific	Japan		Osaka	Nishi Shinsaibashi Building,, 1-26-1 Shinmachi Nishi-ku, Osaka, 550-0013, Giappone	
6453:3604	6453	6453	3604		Asia Pacific	Japan		Chiba		
6453:3700	6453	6453	3700		Asia Pacific	Taiwan	158			
6453:3701	6453	6453	3701		Asia Pacific	Taiwan		Taipei		
6453:4000	6453	6453	4000		Middle East|Africa					
6453:4100	6453	6453	4100		Africa	Egypt	818			
6453:4101	6453	6453	4101		Africa	Egypt		Cairo		
6453:4200	6453	6453	4200		Middle East	Saudi Arabia	682			
6453:4201	6453	6453	4201		Middle East	Saudi Arabia		Riyadh		
6453:4202	6453	6453	4202		Middle East	Saudi Arabia		Jeddah		
6453:4203	6453	6453	4203		Middle East	Saudi Arabia		Riyadh		
6453:4204	6453	6453	4204		Middle East	Saudi Arabia		Fujairah		
6453:4300	6453	6453	4300		South Africa	South Africa	710			
6453:4301	6453	6453	4301		South Africa	South Africa		Johannesburg		
6453:4302	6453	6453	4302		South Africa	South Africa		Cape Town		
6453:4400	6453	6453	4400		Africa	Kenya	404			
6453:4401	6453	6453	4401		Africa	Kenya		Nairobi		
6453:4500	6453	6453	4500		Africa	Tanzania	834			
6453:4501	6453	6453	4501		Africa	Tanzania		Dar es Salaam		
6453:4502	6453	6453	4502		Africa	Tanzania		Dar es Salaam		
6453:6000	6453	6453	6000		India	India	356			
6453:6100	6453	6453	6100		India	India		Maharashtra		
